gender id vowel F1 F2 F3 Dur
g 07 uw 503 821 2874 367
g 08 uw 540 1653 2799 315
g 09 uw 568 1508 2987 307
g 10 uw 460 1422 3099 318
g 11 uw 460 1291 3010 324
g 12 uw 540 1998 3104 273
g 13 uw 527 1407 3253 286
g 14 uw 486 968 2756 304
g 15 uw 496 1739 2873 368
g 17 uw 490 2179 3131 245
g 18 uw 435 1829 3316 315
g 19 uw 497 1334 3067 192
g 20 uw 498 1740 3291 248
g 21 uw 446 1533 3269 227
